-7.087568383,-1.040479586,-0.42780956,6.83501987,10.23300037,0.400758879,-5.571624524,0.462960024,10.37451056,-13.68987324,3.051046386,-1.231250706,0
-6.510267099,1.484111883,-0.14087766,4.934209861,5.699224916,-1.987628375,-5.158394223,1.066665179,4.690506362,-11.54448888,0.306541073,1.197835533,0
-6.196353728,1.913304404,0.811410331,8.184551748,7.033094634,-0.864935449,-3.684563339,0.61836842,4.392531842,-10.19768485,-0.726449631,-2.476460213,0
-7.365468355,-0.679403398,-0.486662471,2.341910872,4.024758753,-0.798220463,-5.417076619,-2.148243544,-3.590359368,-10.1155727,-1.668953539,-3.993701811,0
-6.567916673,1.187094115,1.604488868,7.462986159,9.989637434,-0.208292347,-11.0929405,-1.265749603,8.543901449,-10.10427571,1.919377985,-2.217946825,0
-8.970213331,-1.31348753,1.718475264,5.664932359,6.119930765,-2.435532667,-6.340046366,0.011088401,6.402878015,-10.00275102,2.248803644,-2.815750066,0
-7.197688785,-0.104043636,-0.727029363,5.550165101,6.107536156,0.547700132,0.218844153,5.792616738,9.28608879,-9.875687354,0.445826554,-4.11399304,0
-6.938366918,0.110750273,-1.204610627,3.700583509,6.450664347,-1.595140351,-8.046314564,-0.245794425,5.522093294,-9.744180565,1.580669925,1.173740529,0
-6.338056933,-0.29696142,-0.90615694,4.021781382,7.24246569,-0.234049258,-8.582510263,5.177700947,9.699244379,-9.664664697,2.438771675,-0.9753713,0
-8.082629174,-0.881926242,0.663887517,3.782832368,2.400613533,-1.819596369,-2.928428485,-2.551817099,-6.217614853,-9.645605889,-2.457905121,-1.638321313,0
-7.698237287,0.101474917,0.288606953,2.535206063,3.996443303,-3.166236232,-4.075287783,3.058613837,5.592437955,-9.390803343,0.133043856,-1.244411024,0
-7.239002962,0.511853111,1.283366567,7.196805761,9.205818577,-4.756010076,-11.32918508,5.155635453,14.92970426,-9.051060372,6.183633408,0.364950777,0
-6.203078922,0.03011222,1.894264882,4.035375961,3.283495452,-2.760044904,-5.832621044,1.364664646,8.545955578,-8.507531552,0.030087003,-3.979218213,0
-6.417653274,-1.507760128,-2.752406142,1.769032864,1.421889061,-0.490425869,-5.185287211,-4.927671629,-0.302460113,-8.374135606,-2.722758528,-4.770715527,0
-7.696099794,0.366104427,0.81659632,4.198990619,5.864095955,-2.942649234,-2.511052731,2.916313874,9.424298493,-8.260095499,2.305267103,1.361842857,0
-6.583317409,0.750771208,-1.074537766,4.09938452,2.610761325,0.106169044,-0.608457564,4.157604545,7.550839279,-8.173813595,-3.982757435,-0.138415236,0
-7.136765332,-0.699930759,-1.688965484,2.481566605,3.93331365,-2.335141715,-4.65034478,-0.091253886,3.61881812,-8.12883723,-0.035368766,1.488246462,0
-6.863460279,0.773158806,-0.338064808,4.617745203,5.63413016,2.076913354,-0.691143128,5.550548511,10.86279664,-8.025946642,0.885419573,-4.930249062,0
-6.897353029,0.587241539,-2.190594671,2.786806541,2.746006284,-2.799012774,-4.285618085,0.671420174,4.274405046,-7.774413758,3.662970189,2.176511981,0
-6.971138425,1.011023465,0.013201148,5.692846634,6.388617014,-2.676920954,-11.65357071,0.482335991,6.937925423,-7.772248347,4.094631415,0.604379026,0
-7.117938791,-0.235691461,-2.491505544,-0.107554559,-1.51848095,-3.080790023,-2.663628452,0.725170899,-1.261020656,-7.770609847,-2.525658868,-0.679677204,0
-7.855378933,0.103767898,-0.618755554,4.102423014,4.444327123,3.324288114,-8.100420577,-2.72882081,1.121243377,-7.540032723,-1.542216879,-1.63183512,0
-7.965216323,-1.668864129,-1.744663533,2.144510647,2.687676398,-2.715521401,-4.265254694,1.710137676,4.558854205,-7.476250609,2.31607115,-0.185879994,0
-7.139127451,-0.53555226,-2.098683352,4.833311568,2.648561596,-3.423218365,-2.367866591,0.500065529,2.57333814,-7.453043059,-3.670381356,-2.007461883,0
-7.843150782,0.185883913,-0.194892748,4.843813288,8.792584526,1.778034497,-2.595797882,5.234214814,12.99933328,-7.441908955,-0.021566564,0.609344517,0
-7.430218436,-0.864171794,0.415950515,4.39986932,4.952519374,-3.995152869,-6.205336641,1.512548405,9.604955356,-7.368827988,2.783398046,3.04872291,0
-7.51085734,-0.024948208,-2.53576274,0.734257952,5.121452901,-0.294786242,-3.815309345,-2.222722598,-2.004938447,-7.357014911,-1.973975418,3.051035237,0
-8.107458772,-0.830144089,-1.040808785,0.561860032,4.572469641,1.003909002,-6.519973126,0.159436726,3.729772224,-7.350658001,4.1810255,2.229061698,0
-7.009467033,-0.172302111,-3.074979269,2.834100928,1.83867426,-3.799041057,-9.295120992,-1.632535183,4.687449188,-7.342766276,4.791684942,-0.289416321,0
-6.097985343,1.038728053,-1.556252285,3.730857364,4.662519494,0.682676525,-4.358008514,2.031233691,4.919307729,-7.281641414,-1.810321101,-1.806484496,0
-6.223464042,0.17970177,-1.140881114,0.875690059,4.447903778,-0.675032054,-6.271366593,-2.384639227,3.571163907,-7.198444225,-1.254794041,0.460561349,0
-6.89495693,0.041129269,-0.250087858,2.980087458,2.757503474,-2.120084963,-3.068634738,0.126786048,3.824410002,-7.161332399,-2.981073022,-2.679919842,0
